二号线山塘街站,shantangjie@sz-mtr.com,szgdjt.local/共享邮箱,shantangjie@sz-mtr.com,用户邮箱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二号线石路站,shilu@sz-mtr.com,szgdjt.local/共享邮箱,shilu@sz-mtr.com,用户邮箱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二号线广济南路站,guangjinanlu2@sz-mtr.com,szgdjt.local/共享邮箱,guangjinanlu2@sz-mtr.com,用户邮箱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二号线三香广场站,sanxiangguangchang@sz-mtr.com,szgdjt.local/共享邮箱,sanxiangguangchang@sz-mtr.com,用户邮箱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二号线劳动路站,laodonglu@sz-mtr.com,szgdjt.local/共享邮箱,laodonglu@sz-mtr.com,用户邮箱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二号线胥江路站,xujianglu@sz-mtr.com,szgdjt.local/共享邮箱,xujianglu@sz-mtr.com,用户邮箱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二号线桐泾公园站,tongjinggongyuan@sz-mtr.com,szgdjt.local/共享邮箱,tongjinggongyuan@sz-mtr.com,用户邮箱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二号线友联站,youlian@sz-mtr.com,szgdjt.local/共享邮箱,youlian@sz-mtr.com,用户邮箱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二号线盘蠡路站,panlilu@sz-mtr.com,szgdjt.local/共享邮箱,panlilu@sz-mtr.com,用户邮箱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二号线新家桥站,xinjiaqiao@sz-mtr.com,szgdjt.local/共享邮箱,xinjiaqiao@sz-mtr.com,用户邮箱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二号线石湖东路站,shihudonglu@sz-mtr.com,szgdjt.local/共享邮箱,shihudonglu@sz-mtr.com,用户邮箱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二号线宝带桥南站,baodaiqiaonan@sz-mtr.com,szgdjt.local/共享邮箱,baodaiqiaonan@sz-mtr.com,用户邮箱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DN,objectClass,distinguishedName,instanceType,whenCreated,whenChanged,subRefs,uSNCreated,dSASignature,repsTo,repsFrom,uSNChanged,name,objectGUID,replUpToDateVector,creationTime,forceLogoff,lockoutDuration,lockOutObservationWindow,lockoutThreshold,maxPwdAge,minPwdAge,minPwdLength,modifiedCountAtLastProm,nextRid,pwdProperties,pwdHistoryLength,objectSid,serverState,uASCompat,modifiedCount,auditingPolicy,nTMixedDomain,rIDManagerReference,fSMORoleOwner,systemFlags,wellKnownObjects,objectCategory,isCriticalSystemObject,gPLink,dSCorePropagationData,otherWellKnownObjects,masteredBy,ms-DS-MachineAccountQuota,msDS-Behavior-Version,msDS-PerUserTrustQuota,msDS-AllUsersTrustQuota,msDS-PerUserTrustTombstonesQuota,msDs-masteredBy,msDS-IsDomainFor,msDS-NcType,dc,cn,description,showInAdvancedViewOnly,ou,msDS-TombstoneQuotaFactor,displayName,flags,versionNumber,gPCFunctionalityVersion,gPCFileSysPath,gPCMachineExtensionNames,ipsecName,ipsecID,ipsecDataType,ipsecData,ipsecISAKMPReference,ipsecNFAReference,ipsecOwnersReference,ipsecNegotiationPolicyReference,ipsecFilterReference,iPSECNegotiationPolicyType,iPSECNegotiationPolicyAction,revision,userCertificate,memberOf,userAccountControl,badPwdCount,codePage,countryCode,badPasswordTime,lastLogoff,lastLogon,logonHours,pwdLastSet,primaryGroupID,adminCount,accountExpires,logonCount,sAMAccountName,sAMAccountType,userPrincipalName,mSMQSignCertificates,mSMQDigests,lastLogonTimestamp,member,groupType,samDomainUpdates,localPolicyFlags,operatingSystem,operatingSystemVersion,operatingSystemServicePack,serverReferenceBL,dNSHostName,rIDSetReferences,servicePrincipalName,msDS-SupportedEncryptionTypes,msDFSR-ComputerReferenceBL,rIDAvailablePool,rIDAllocationPool,rIDPreviousAllocationPool,rIDUsedPool,rIDNextRID,dNSProperty,dnsRecord,msDFSR-Flags,msDFSR-ReplicationGroupType,msDFSR-FileFilter,msDFSR-DirectoryFilter,serverReference,msDFSR-ComputerReference,msDFSR-MemberReferenceBL,msDFSR-Version,msDFSR-ReplicationGroupGuid,msDFSR-MemberReference,msDFSR-RootPath,msDFSR-StagingPath,msDFSR-Enabled,msDFSR-Options,msDFSR-ContentSetGuid,msDFSR-ReadOnly,sn,givenName,proxyAddresses,showInAddressBook,managedObjects,legacyExchangeDN,mail,msExchDelegateListBL,msExchUserBL,msExchCoManagedObjectsBL,msExchMailboxSecurityDescriptor,msExchRecipientTypeDetails,msExchUserAccountControl,msExchPreviousHomeMDB,homeMDB,msExchRBACPolicyLink,msExchWhenMailboxCreated,msExchShadowProxyAddresses,homeMTA,mDBUseDefaults,msExchHomeServerName,msExchUMDtmfMap,msExchMailboxGuid,msExchPoliciesIncluded,protocolSettings,msExchTextMessagingState,msExchUserCulture,msExchVersion,msExchRecipientDisplayType,mailNickname,managedBy,msExchProvisioningFlags,msExchModerationFlags,msExchTransportRecipientSettingsFlags,msExchGroupJoinRestriction,msExchGroupDepartRestriction,internetEncoding,msExchUMEnabledFlags2,msExchHideFromAddressLists,msExchRequireAuthToSendTo,msExchMailboxMoveStatus,msExchMailboxMoveTargetMDBLink,msExchApprovalApplicationLink,msExchMasterAccountSid,msExchMailboxMoveFlags,msExchMailboxTemplateLink,msExchELCMailboxFlags,mDBOverHardQuotaLimit,msRTCSIP-InternetAccessEnabled,msRTCSIP-PrimaryUserAddress,msExchMessageHygieneSCLQuarantineThreshold,msExchMessageHygieneSCLDeleteThreshold,msRTCSIP-FederationEnabled,mDBStorageQuota,mDBOverQuotaLimit,msRTCSIP-UserEnabled,msExchMessageHygieneSCLJunkThreshold,msRTCSIP-OptionFlags,msExchMessageHygieneSCLRejectThreshold,msRTCSIP-DeploymentLocator,msRTCSIP-UserPolicies,msExchRMSComputerAccountsLink,msRTCSIP-PrimaryHomeServer,objectVersion,mS-DS-CreatorSID,msExchRMSComputerAccountsBL,postalCode,extensionName,msExchDelegateListLink,msExchMailboxAuditEnable,msExchBypassAudit,msExchMailboxAuditLogAgeLimit,msExchAddressBookFlags,deliveryMechanism,lastSetTime,priorSetTime,initials,desktopProfile,url,title,telephoneNumber,department,employeeID,homePhone,mobile,departmentNumber,middleName,msExchMobileMailboxFlags,msExchBlockedSendersHash,msExchShadowDisplayName,msExchShadowMailNickname,msExchSafeSendersHash,physicalDeliveryOfficeName,facsimileTelephoneNumber,msExchMailboxMoveSourceUserBL,ipPhone,msExchPoliciesExcluded,mSMQSites,mSMQServiceType,mSMQOSType,mSMQEncryptKey,mSMQSignKey,mSMQDependentClientServices,mSMQRoutingServices,mSMQDsServices,msRRASAttribute,msExchCoManagedByLink,keywords,msRTCSIP-ServerVersion,msRTCSIP-EnterpriseServices,garbageCollPeriod,comment,msExchDumpsterWarningQuota,msExchShadowCountryCode,msExchArchiveQuota,msExchArchiveWarnQuota,msExchMDBRulesQuota,msExchDumpsterQuota,mSMQQueueType,mSMQJournal,mSMQBasePriority,mSMQAuthenticate,mSMQPrivacyLevel,mSMQTransactional,mSMQQueueQuota,mSMQQueueJournalQuota,mSMQLabelEx,info,lastUpdateSequence,appSchemaVersion,msiScriptPath,cOMClassID,localeID,machineArchitecture,packageType,packageName,packageFlags,versionNumberHi,versionNumberLo,msiFileList,upgradeProductCode,productCode,msiScriptName,installUiLevel,company,msExchShadowSn,msExchShadowGivenName,msExchObjectsDeletedThisPeriod,msExchUserDisplayName,msExchFirstSyncTime,msExchDeviceEASVersion,msExchDeviceAccessState,msExchDeviceType,msExchDeviceAccessStateReason,msExchDeviceUserAgent,msExchDeviceID,msExchDeviceModel,msExchDeviceOS,msExchDeviceFriendlyName,msExchDeviceOSLanguage,msExchSafeRecipientsHash,msExchShadowHomePhone,reportToOriginator,msExchArbitrationMailbox,msExchDeviceIMEI,msExchDeviceMobileOperator,gPCUserExtensionNames,lockoutTime,authOrig,submissionContLength,authOrigBL,delivContLength,uNCName,serverName,portName,driverName,priority,printStartTime,printEndTime,printBinNames,printMaxResolutionSupported,printOrientationsSupported,printCollate,printColor,printLanguage,printShareName,printSpooling,printKeepPrintedJobs,driverVersion,printMaxXExtent,printMaxYExtent,printMinXExtent,printMinYExtent,printStaplingSupported,printMemory,printRate,printRateUnit,printMediaReady,printNumberUp,printMediaSupported,printerName,printPagesPerMinute,shortServerName,printDuplexSupported,msExchDeviceTelephoneNumber,userParameters,serviceClassName,serviceBindingInformation,serviceDNSName,serviceDNSNameType
